gene_id,DMSO_24h-1,DMSO_24h-2,DMSO_24h-3,SP2509_24h-1,SP2509_24h-2,SP2509_24h-3
ENSG00000237109,0,0,0,0,0,0
ENSG00000237110,0,0,0,0,0,0
ENSG00000237111,0,0,0,0,0,0
ENSG00000237115,12,9,2,11,12,6
ENSG00000237118,15,18,17,20,23,14
ENSG00000237119,0,0,0,1,0,1
ENSG00000237121,0,0,0,0,0,0
ENSG00000237122,0,0,0,0,0,0
ENSG00000237124,0,1,0,0,0,0
ENSG00000237125,0,0,0,0,0,0
ENSG00000237126,8,10,13,9,9,8
ENSG00000237127,0,0,0,0,0,0
ENSG00000237128,0,0,0,0,0,0
ENSG00000237129,0,0,0,0,0,0
ENSG00000237130,0,0,0,0,0,0
ENSG00000237131,0,0,0,0,0,0
ENSG00000237133,1,0,0,1,0,1
ENSG00000237135,2,1,3,3,6,6
ENSG00000237136,0,0,0,0,0,0
ENSG00000237137,0,0,0,0,0,0
ENSG00000237138,0,0,1,0,0,0
ENSG00000237139,14,14,14,15,19,6
ENSG00000237140,0,0,0,0,0,0
ENSG00000237141,0,1,0,0,1,0
ENSG00000237148,0,0,0,0,0,0
ENSG00000237149,35,27,51,37,40,27
ENSG00000237152,0,1,0,0,0,0
ENSG00000237153,0,0,0,0,0,0
ENSG00000237154,0,1,1,1,2,0
ENSG00000237158,0,1,0,0,0,0
ENSG00000237159,0,0,0,0,0,0
ENSG00000237160,0,0,0,0,0,0
ENSG00000237161,81,75,111,116,108,101
ENSG00000237162,0,0,1,0,0,0
ENSG00000237163,0,0,0,0,0,0
ENSG00000237164,0,0,0,0,0,0
ENSG00000237166,0,0,1,0,0,1
ENSG00000237167,0,0,0,0,0,0
ENSG00000237169,1,1,3,3,3,1
ENSG00000237170,0,0,0,0,2,3
ENSG00000237171,0,0,0,0,0,0
ENSG00000237172,19,5,20,12,18,19
ENSG00000237173,0,0,0,0,0,0
ENSG00000237174,1,0,0,0,0,0
ENSG00000237175,0,0,0,0,0,0
ENSG00000237176,0,0,2,5,1,2
ENSG00000237178,0,0,0,0,0,0
ENSG00000237179,0,1,1,1,0,0
ENSG00000237180,0,0,0,0,0,0
ENSG00000237181,0,0,0,0,0,0
ENSG00000237182,0,0,0,0,0,0
ENSG00000237183,0,0,0,0,0,0
ENSG00000237185,0,0,0,0,0,0
ENSG00000237186,2,2,4,1,2,2
ENSG00000237187,1,0,0,1,1,0
ENSG00000237188,29,20,19,24,18,15
ENSG00000237189,0,0,0,0,0,0
ENSG00000237190,393,354,520,340,446,328
ENSG00000237193,0,0,0,0,0,0
ENSG00000237194,0,0,0,0,0,0
ENSG00000237195,0,0,0,0,0,0
ENSG00000237197,0,0,0,0,0,0
ENSG00000237200,8,1,4,4,4,4
ENSG00000237202,0,0,0,0,0,0
ENSG00000237205,0,0,0,0,0,0
ENSG00000237206,3,4,4,0,4,1
ENSG00000237207,0,0,0,0,0,0
ENSG00000237208,0,1,0,0,0,0
ENSG00000237210,0,0,0,0,1,0
ENSG00000237211,0,0,0,1,1,0
ENSG00000237212,0,0,0,0,0,0
ENSG00000237213,0,0,0,0,0,0
ENSG00000237214,22,19,39,20,22,19
ENSG00000237215,0,1,0,0,2,0
ENSG00000237217,1,0,0,1,1,1
ENSG00000237220,0,0,0,0,0,0
ENSG00000237221,1,0,0,0,1,0
ENSG00000237222,4,2,4,4,5,5
ENSG00000237223,0,0,1,1,1,0
ENSG00000237224,0,0,0,0,0,0
ENSG00000237225,0,1,1,2,1,0
ENSG00000237226,0,0,0,0,0,0
ENSG00000237227,0,0,0,0,0,0
ENSG00000237230,0,0,0,0,0,0
ENSG00000237232,6,3,1,3,5,3
ENSG00000237233,0,0,0,0,0,0
ENSG00000237234,0,0,0,0,0,0
ENSG00000237235,0,0,0,0,0,0
ENSG00000237236,0,0,0,0,0,0
ENSG00000237238,4,3,7,6,7,8
ENSG00000237242,0,0,0,0,0,0
ENSG00000237243,0,0,0,0,0,0
ENSG00000237247,0,0,0,0,0,0
ENSG00000237248,2,1,5,9,7,9
ENSG00000237249,0,0,0,0,0,0
ENSG00000237250,0,0,0,0,0,0
ENSG00000237251,0,0,0,1,0,0
ENSG00000237252,0,0,0,0,0,0
ENSG00000237254,1,0,0,0,0,0
ENSG00000237256,0,0,0,0,0,0
ENSG00000237257,0,0,0,0,0,0
ENSG00000237259,0,0,0,0,0,0
ENSG00000237260,0,0,0,0,2,0
ENSG00000237261,0,0,0,0,0,0
ENSG00000237262,0,0,0,0,0,0
ENSG00000237263,10,13,22,15,22,18
ENSG00000237264,7,9,21,9,22,12
ENSG00000237265,1,0,0,0,0,0
ENSG00000237266,0,0,0,0,0,0
ENSG00000237267,0,0,0,0,0,0
ENSG00000237268,2,3,7,1,6,2
ENSG00000237269,0,0,0,0,0,0
ENSG00000237271,0,0,0,0,0,0
ENSG00000237272,0,0,0,0,0,0
ENSG00000237273,0,0,0,0,1,1
ENSG00000237274,0,0,1,0,0,0
ENSG00000237275,0,0,0,0,0,0
ENSG00000237276,7,16,15,17,16,17
ENSG00000237278,0,0,0,0,0,0
ENSG00000237279,0,0,0,0,0,0
ENSG00000237280,3,2,3,1,1,1
ENSG00000237281,1,0,3,0,2,1
ENSG00000237282,0,0,0,0,0,0
ENSG00000237283,0,0,0,0,0,0
ENSG00000237285,1,2,4,3,1,3
ENSG00000237286,0,0,0,0,0,0
ENSG00000237289,158,149,202,105,154,119
ENSG00000237290,0,0,0,0,1,1
ENSG00000237292,0,0,1,0,0,0
ENSG00000237293,0,0,0,0,0,0
ENSG00000237294,6,6,11,6,9,7
ENSG00000237296,20,16,20,16,37,16
ENSG00000237297,0,0,0,0,0,0
ENSG00000237298,25,22,31,21,22,17
ENSG00000237299,0,0,0,0,0,0
ENSG00000237300,0,0,0,0,0,0
ENSG00000237301,1,0,0,1,0,0
ENSG00000237302,0,0,0,0,0,0
ENSG00000237303,0,0,0,0,0,0
ENSG00000237306,0,0,1,0,0,0
ENSG00000237307,5,10,14,5,9,10
ENSG00000237308,0,0,0,0,0,0
ENSG00000237309,0,0,0,0,0,0
ENSG00000237310,76,59,79,48,88,65
ENSG00000237311,0,0,0,0,0,0
ENSG00000237312,0,0,0,0,0,0
ENSG00000237314,0,0,0,0,0,0
ENSG00000237316,0,0,0,0,0,0
ENSG00000237317,0,0,0,0,0,0
ENSG00000237319,0,0,0,0,0,0
ENSG00000237320,0,0,0,0,0,0
ENSG00000237321,0,0,0,0,0,0
ENSG00000237322,0,0,0,0,0,0
ENSG00000237323,0,0,0,0,0,0
ENSG00000237324,0,0,0,0,0,0
ENSG00000237325,0,0,0,0,0,0
ENSG00000237326,0,0,0,0,0,0
ENSG00000237327,0,0,0,0,0,0
ENSG00000237328,1,2,0,3,1,1
ENSG00000237329,0,1,0,0,2,0
ENSG00000237330,37,33,43,29,39,22
ENSG00000237331,3,2,4,4,5,3
ENSG00000237336,0,2,0,0,0,0
ENSG00000237337,0,0,0,0,0,0
ENSG00000237338,1,0,0,0,1,1
ENSG00000237339,0,0,0,0,0,0
ENSG00000237341,0,1,1,1,0,0
ENSG00000237342,0,0,0,0,0,0
ENSG00000237343,0,0,1,0,0,0
ENSG00000237345,0,0,0,0,0,0
ENSG00000237346,0,0,0,0,0,0
ENSG00000237347,0,2,1,1,0,0
ENSG00000237349,0,1,0,0,0,0
ENSG00000237350,7,18,25,13,22,13
ENSG00000237351,1,1,9,2,5,4
ENSG00000237352,0,0,0,0,0,0
ENSG00000237353,6,3,1,2,4,2
ENSG00000237354,0,0,0,0,0,0
ENSG00000237356,3,1,0,2,0,3
ENSG00000237357,6,7,9,10,19,11
ENSG00000237358,1,0,0,0,2,0
ENSG00000237359,2,2,0,1,0,0
ENSG00000237360,0,0,0,0,0,0
ENSG00000237361,8,8,11,7,7,7
ENSG00000237363,0,0,0,0,0,0
ENSG00000237365,0,0,0,0,0,0
ENSG00000237370,0,0,0,0,0,0
ENSG00000237371,0,0,0,0,0,1
ENSG00000237372,6,3,2,4,2,6
ENSG00000237373,1,0,1,1,0,1
ENSG00000237374,0,0,0,0,0,0
ENSG00000237377,0,0,0,0,0,0
ENSG00000237378,0,0,0,0,0,0
ENSG00000237379,0,0,1,1,0,0
ENSG00000237380,0,0,0,0,0,0
ENSG00000237381,0,0,0,0,0,0
ENSG00000237382,0,0,2,0,1,0
ENSG00000237383,0,0,0,0,0,0
ENSG00000237385,0,0,0,0,0,0
ENSG00000237387,0,0,0,0,0,0
ENSG00000237388,0,0,0,0,0,0
ENSG00000237389,0,0,0,0,0,0
ENSG00000237390,0,0,0,0,0,0
ENSG00000237396,0,0,0,0,0,0
ENSG00000237398,1,3,3,2,0,2
ENSG00000237399,9,18,15,12,12,10
ENSG00000237400,0,0,0,0,0,0
ENSG00000237401,0,0,0,0,0,0
ENSG00000237402,0,0,0,0,0,0
ENSG00000237404,1,0,2,0,0,0
ENSG00000237406,1,2,3,0,0,1
ENSG00000237407,0,0,0,0,0,0
ENSG00000237408,0,0,0,0,0,0
ENSG00000237409,1,0,0,0,0,0
ENSG00000237410,0,0,0,0,0,0
ENSG00000237412,0,0,0,0,0,0
ENSG00000237413,18,23,17,13,22,9
ENSG00000237414,0,0,0,0,0,0
ENSG00000237415,1,2,1,1,1,1
ENSG00000237416,0,0,1,1,1,1
ENSG00000237417,9,13,16,7,9,5
ENSG00000237418,0,2,1,2,3,0
ENSG00000237419,0,0,0,0,0,0
ENSG00000237422,0,1,2,0,0,0
ENSG00000237423,0,0,0,0,0,0
ENSG00000237424,25,25,41,26,31,33
ENSG00000237425,0,0,0,0,0,0
ENSG00000237426,0,0,0,0,0,0
ENSG00000237427,0,0,0,0,0,0
ENSG00000237428,0,0,0,0,0,0
ENSG00000237429,0,0,0,0,0,0
ENSG00000237432,0,0,0,0,0,0
ENSG00000237433,1,2,4,2,2,3
ENSG00000237434,0,0,0,0,0,0
ENSG00000237435,0,0,0,0,0,0
ENSG00000237436,7,4,11,6,7,10
ENSG00000237437,16,21,27,15,9,15
ENSG00000237438,127,81,147,97,141,107
ENSG00000237439,0,0,0,0,0,0
ENSG00000237440,162,184,256,235,297,220
ENSG00000237441,954,904,1289,936,1132,889
ENSG00000237442,1,0,0,0,0,2
ENSG00000237443,0,0,0,0,0,0
ENSG00000237444,0,0,0,0,0,0
ENSG00000237445,0,0,0,0,0,0
ENSG00000237446,0,0,0,0,0,0
ENSG00000237447,5,3,4,2,2,3
ENSG00000237449,0,0,0,0,0,0
ENSG00000237450,0,0,0,0,0,0
ENSG00000237451,1,0,3,0,1,0
ENSG00000237452,1,1,2,0,0,1
ENSG00000237453,0,0,0,0,0,0
ENSG00000237456,5,0,0,2,2,1
ENSG00000237457,20,8,16,15,21,6
ENSG00000237458,0,1,1,0,0,1
ENSG00000237460,0,0,0,0,0,0
ENSG00000237461,2,1,2,1,2,1
ENSG00000237463,0,1,0,0,1,0
ENSG00000237464,0,0,0,0,0,0
ENSG00000237466,0,0,0,0,0,0
ENSG00000237467,0,0,0,0,0,0
ENSG00000237468,0,0,0,0,0,0
ENSG00000237469,0,0,0,0,0,0
ENSG00000237470,0,0,0,0,0,0
ENSG00000237471,0,2,1,0,0,0
ENSG00000237472,1,1,0,0,0,2
ENSG00000237473,0,0,0,0,0,0
ENSG00000237475,0,0,0,0,0,0
ENSG00000237476,0,0,0,0,0,0
ENSG00000237477,0,0,0,0,0,0
ENSG00000237478,0,0,1,0,0,0
ENSG00000237479,0,0,0,0,0,0
ENSG00000237480,0,0,0,0,0,0
ENSG00000237481,7,5,3,3,8,5
ENSG00000237483,0,0,0,0,0,0
ENSG00000237484,0,0,0,0,0,0
ENSG00000237485,0,0,1,0,0,1
ENSG00000237487,0,0,0,2,0,0
ENSG00000237489,10,23,24,19,21,17
ENSG00000237490,0,0,0,0,0,0
ENSG00000237491,65,67,82,99,113,46
ENSG00000237492,0,0,0,0,0,0
ENSG00000237493,10,6,8,5,9,4
ENSG00000237494,1,1,3,1,2,1
ENSG00000237498,0,0,0,0,0,0
ENSG00000237499,7,8,5,10,5,4
ENSG00000237500,0,0,0,0,0,0
ENSG00000237501,0,0,0,0,0,0
ENSG00000237503,0,0,0,0,0,0
ENSG00000237505,0,1,0,0,0,0
ENSG00000237506,50,41,74,46,66,52
ENSG00000237510,1,1,0,0,0,0
ENSG00000237512,0,0,0,0,0,0
ENSG00000237513,1,0,0,0,0,1
ENSG00000237514,1,3,2,2,2,2
ENSG00000237515,2,3,1,3,4,1
ENSG00000237517,6,9,12,13,12,8
ENSG00000237520,1,1,0,0,0,0
ENSG00000237521,0,0,0,0,0,0
ENSG00000237522,19,17,29,23,27,25
ENSG00000237523,0,0,0,0,0,0
ENSG00000237524,0,0,0,0,0,0
ENSG00000237525,0,1,1,0,0,0
ENSG00000237527,0,0,1,0,0,0
ENSG00000237528,4,0,1,1,0,1
ENSG00000237529,2,1,0,2,3,1
ENSG00000237530,0,1,0,0,0,0
ENSG00000237531,0,0,0,0,0,0
ENSG00000237532,0,0,0,0,0,0
ENSG00000237534,0,0,0,0,0,0
ENSG00000237539,0,1,0,1,0,0
ENSG00000237540,0,0,1,0,0,0
ENSG00000237541,0,0,0,0,0,0
ENSG00000237542,0,0,0,0,0,0
ENSG00000237546,0,0,0,0,0,0
ENSG00000237547,0,0,0,0,0,0
ENSG00000237548,2,0,0,0,2,2
ENSG00000237549,0,0,0,0,0,0
ENSG00000237550,511,532,668,484,694,466
ENSG00000237551,0,0,0,0,0,0
ENSG00000237552,0,0,0,0,0,0
ENSG00000237553,6,4,6,18,13,9
ENSG00000237555,0,0,0,0,0,0
ENSG00000237556,0,1,0,0,2,0
ENSG00000237557,0,0,0,0,0,0
ENSG00000237558,0,0,0,0,0,0
ENSG00000237560,0,0,0,0,0,0
ENSG00000237563,0,0,0,0,0,0
ENSG00000237565,0,0,0,0,0,0
ENSG00000237566,0,0,0,0,0,0
ENSG00000237567,0,0,0,0,0,0
ENSG00000237568,0,0,0,0,0,0
ENSG00000237569,0,1,0,1,0,0
ENSG00000237571,0,0,1,0,0,0
ENSG00000237572,0,0,0,0,0,0
ENSG00000237574,1,5,2,0,2,1
ENSG00000237575,2,1,1,6,1,1
ENSG00000237576,0,0,0,0,0,0
ENSG00000237579,0,0,0,0,0,0
ENSG00000237580,0,0,0,0,0,0
ENSG00000237581,0,2,0,0,0,0
ENSG00000237583,0,0,0,0,0,0
ENSG00000237584,0,1,1,1,0,2
ENSG00000237585,0,0,0,0,0,0
ENSG00000237586,1,0,0,0,0,0
ENSG00000237588,0,0,0,0,1,0
ENSG00000237589,0,0,0,0,0,0
ENSG00000237590,0,0,0,0,0,0
ENSG00000237592,0,0,0,0,0,0
ENSG00000237593,0,0,0,0,0,0
ENSG00000237594,0,1,1,0,0,0
ENSG00000237595,15,13,18,24,22,18
ENSG00000237596,1,0,1,2,0,0
ENSG00000237601,0,0,0,0,0,0
ENSG00000237603,0,0,0,0,0,0
ENSG00000237604,0,0,0,0,1,0
ENSG00000237605,5,0,6,1,0,4
ENSG00000237606,0,0,0,0,0,0
ENSG00000237609,0,0,0,0,0,0
ENSG00000237610,0,0,0,0,0,0
ENSG00000237611,0,0,0,0,0,0
ENSG00000237612,0,0,0,0,0,0
ENSG00000237613,0,0,1,0,0,0
ENSG00000237614,0,0,1,0,0,0
ENSG00000237616,0,0,0,0,0,0
ENSG00000237617,2,0,0,0,0,0
ENSG00000237618,0,0,0,0,0,0
ENSG00000237619,0,0,0,0,0,0
ENSG00000237620,0,0,0,0,0,0
ENSG00000237621,0,0,0,0,0,0
ENSG00000237622,0,0,0,0,0,0
ENSG00000237623,0,0,0,0,0,1
ENSG00000237624,5,1,0,3,0,3
ENSG00000237626,0,0,0,0,0,0
ENSG00000237628,0,0,0,0,0,0
ENSG00000237629,2,2,2,0,2,1
ENSG00000237630,0,0,0,0,0,0
ENSG00000237631,0,0,0,0,0,0
ENSG00000237632,0,0,0,0,1,0
ENSG00000237633,0,0,0,0,0,0
ENSG00000237635,0,0,0,0,0,0
ENSG00000237636,0,0,0,1,0,0
ENSG00000237637,3,0,0,1,1,2
ENSG00000237638,0,0,0,0,0,0
ENSG00000237639,0,0,0,0,0,0
ENSG00000237640,0,0,0,1,1,1
ENSG00000237641,4,1,3,2,0,4
ENSG00000237642,0,0,0,0,0,0
ENSG00000237643,1,0,0,0,2,0
ENSG00000237645,0,0,0,0,0,0
ENSG00000237646,0,3,3,1,4,2
ENSG00000237647,1,1,1,1,5,5
ENSG00000237649,844,751,1074,511,602,491
ENSG00000237650,0,0,0,0,0,0
ENSG00000237651,0,1,3,6,1,2
ENSG00000237653,0,0,0,0,0,0
ENSG00000237654,0,0,0,0,0,0
ENSG00000237655,0,0,0,0,0,0
ENSG00000237658,0,0,0,0,0,0
ENSG00000237659,0,0,0,0,0,0
ENSG00000237661,0,0,0,0,0,0
ENSG00000237662,0,0,0,0,0,0
ENSG00000237663,0,0,0,0,0,0
ENSG00000237664,0,1,1,0,1,0
ENSG00000237665,0,0,0,0,0,0
ENSG00000237666,0,0,0,0,0,0
ENSG00000237667,0,0,0,0,1,0
ENSG00000237668,14,22,19,17,18,16
ENSG00000237669,3,3,4,5,10,7
ENSG00000237670,0,0,1,0,0,0
ENSG00000237671,0,0,0,0,0,0
ENSG00000237672,3,8,4,10,12,5
ENSG00000237674,0,1,0,0,0,0
ENSG00000237675,0,0,0,0,0,0
ENSG00000237676,3,3,9,5,6,5
ENSG00000237679,0,0,4,1,1,0
ENSG00000237682,6,4,6,5,8,4
ENSG00000237684,0,0,0,0,0,0
ENSG00000237685,3,1,4,2,0,3
ENSG00000237686,54,28,60,3,7,6
ENSG00000237687,0,0,0,0,0,0
ENSG00000237689,0,0,1,1,1,1
ENSG00000237691,0,0,0,0,0,0
ENSG00000237693,5,5,7,5,4,2
ENSG00000237699,0,0,0,0,0,0
ENSG00000237700,0,0,0,0,0,0
ENSG00000237701,0,0,4,2,0,0
ENSG00000237702,0,0,0,0,0,0
ENSG00000237704,0,0,1,0,0,0
ENSG00000237705,0,0,1,0,1,0
ENSG00000237706,0,0,0,0,0,0
ENSG00000237707,0,0,0,0,1,0
ENSG00000237708,0,0,1,0,1,1
ENSG00000237709,1,0,3,0,2,1
ENSG00000237711,1,4,6,2,2,3
ENSG00000237713,1,0,0,0,0,1
ENSG00000237714,0,0,0,0,0,0
ENSG00000237716,0,0,0,0,0,0
ENSG00000237717,0,0,0,0,0,0
ENSG00000237718,7,5,6,7,8,3
ENSG00000237719,4,10,17,2,2,7
ENSG00000237720,0,0,0,0,0,0
ENSG00000237721,0,0,0,0,0,0
ENSG00000237722,0,0,0,0,0,0
ENSG00000237726,0,0,0,0,0,1
ENSG00000237728,0,0,0,0,0,0
ENSG00000237729,28,20,37,20,32,36
ENSG00000237730,1,3,5,3,5,1
ENSG00000237731,0,0,0,0,0,0
ENSG00000237732,0,0,0,1,0,0
ENSG00000237734,0,0,0,0,0,0
ENSG00000237735,0,0,0,0,0,0
ENSG00000237737,1,1,1,2,2,1
ENSG00000237738,0,2,0,0,0,0
ENSG00000237740,0,0,1,0,0,0
ENSG00000237741,0,0,0,0,0,0
ENSG00000237742,0,0,0,0,0,0
ENSG00000237743,0,0,0,0,0,0
ENSG00000237745,2,2,4,3,1,2
ENSG00000237746,0,0,0,0,0,0
ENSG00000237747,0,0,0,0,0,0
ENSG00000237748,42,35,38,32,28,26
ENSG00000237749,13,19,19,18,22,22
ENSG00000237750,0,0,0,0,0,0
ENSG00000237751,0,0,0,0,0,0
ENSG00000237752,0,0,0,0,0,0
ENSG00000237753,20,21,27,21,35,21
ENSG00000237754,0,0,0,0,0,0
ENSG00000237756,6,4,1,1,2,1
ENSG00000237757,1,0,1,3,2,2
ENSG00000237758,19,21,16,17,21,14
ENSG00000237759,0,0,0,0,0,0
ENSG00000237760,0,0,0,0,0,0
ENSG00000237761,0,0,0,0,0,0
ENSG00000237763,0,1,0,0,0,0
ENSG00000237764,0,0,0,0,0,0
ENSG00000237765,462,489,648,625,744,524
ENSG00000237766,9,4,7,8,9,6
ENSG00000237767,1,1,4,2,5,3
ENSG00000237768,1,0,0,0,0,0
ENSG00000237770,0,0,0,0,0,0
ENSG00000237772,0,0,0,1,0,1
ENSG00000237773,0,0,0,1,1,0
ENSG00000237774,11,1,3,2,3,3
ENSG00000237775,0,0,0,0,0,0
ENSG00000237781,1,2,3,2,1,5
ENSG00000237782,0,0,0,0,0,0
ENSG00000237783,0,0,0,0,0,0
ENSG00000237784,0,0,0,0,0,0
ENSG00000237786,0,0,0,0,0,0
ENSG00000237787,0,0,0,0,0,0
ENSG00000237788,0,1,6,3,3,2
ENSG00000237790,0,0,0,0,0,0
ENSG00000237793,66,62,88,58,67,81
ENSG00000237797,0,0,0,0,0,0
ENSG00000237798,0,0,0,0,0,0
ENSG00000237799,0,0,1,0,1,0
ENSG00000237801,0,0,0,0,0,0
ENSG00000237802,0,0,0,0,0,0
ENSG00000237803,0,0,0,0,0,0
ENSG00000237804,12,13,7,5,6,6
ENSG00000237806,0,0,0,0,0,1
ENSG00000237807,5,6,6,9,6,2
ENSG00000237810,0,0,1,0,1,0
ENSG00000237813,0,0,0,0,0,0
ENSG00000237815,6,3,4,7,4,5
ENSG00000237816,0,0,0,0,0,0
ENSG00000237818,0,0,0,1,0,0
ENSG00000237819,0,0,0,0,0,0
ENSG00000237821,15,26,21,12,24,14
ENSG00000237823,0,0,0,0,0,0
ENSG00000237824,0,0,0,0,0,0
ENSG00000237827,1,1,1,0,6,0
ENSG00000237828,28,35,44,34,20,30
ENSG00000237831,0,0,0,0,0,0
ENSG00000237832,0,0,0,0,0,0
ENSG00000237833,0,0,0,0,0,0
ENSG00000237835,0,0,0,0,0,0
ENSG00000237836,1,1,2,0,3,0
ENSG00000237837,0,0,0,0,0,0
ENSG00000237838,14,8,9,9,8,5
ENSG00000237840,14,6,15,16,13,8
ENSG00000237841,0,0,0,0,0,0
ENSG00000237842,12,15,25,11,12,11
ENSG00000237843,0,0,0,0,0,0
ENSG00000237844,0,0,0,0,1,0
ENSG00000237845,0,0,0,0,0,1
ENSG00000237846,0,4,4,4,6,1
ENSG00000237847,0,0,0,0,0,0
ENSG00000237848,0,1,1,0,0,0
ENSG00000237849,0,0,0,0,0,0
ENSG00000237850,0,0,0,0,0,0
ENSG00000237851,1,0,0,1,2,0
ENSG00000237852,0,0,1,1,0,0
ENSG00000237853,1,0,1,2,1,0
ENSG00000237854,72,72,122,72,102,68
ENSG00000237856,0,0,0,0,0,0
ENSG00000237857,85,76,88,80,97,79
ENSG00000237859,0,0,0,0,0,0
ENSG00000237860,0,0,0,0,0,0
ENSG00000237861,0,1,1,1,2,2
ENSG00000237862,0,0,0,0,0,0
ENSG00000237863,1,0,1,3,6,2
ENSG00000237864,0,0,2,4,0,1
ENSG00000237868,1,1,0,0,1,0
ENSG00000237870,0,0,0,0,0,0
ENSG00000237872,0,0,1,2,0,1
ENSG00000237873,0,0,0,0,0,0
ENSG00000237874,0,0,0,0,0,0
ENSG00000237875,1,1,4,0,3,1
ENSG00000237876,0,0,0,0,0,0
ENSG00000237877,2,0,2,5,5,1
ENSG00000237879,0,0,0,0,1,0
ENSG00000237880,0,0,0,0,0,0
ENSG00000237882,1,0,1,0,3,4
ENSG00000237883,8,6,11,12,8,7
ENSG00000237885,0,0,0,0,0,0
ENSG00000237886,16,22,28,28,30,31
ENSG00000237887,0,0,1,0,0,0
ENSG00000237888,3,3,3,2,2,1
ENSG00000237891,0,0,0,0,0,0
ENSG00000237892,0,0,0,0,0,1
ENSG00000237896,0,0,0,0,0,0
ENSG00000237897,3,2,3,4,3,1
ENSG00000237899,2,2,1,2,1,1
ENSG00000237901,0,0,0,0,0,0
ENSG00000237902,0,0,0,0,0,0
ENSG00000237903,0,0,0,0,0,0
ENSG00000237904,0,0,0,0,0,0
ENSG00000237906,0,0,0,0,0,0
ENSG00000237907,0,0,0,0,0,0
ENSG00000237910,0,0,0,0,0,0
ENSG00000237911,1,0,0,0,1,0
ENSG00000237913,0,0,0,0,0,0
ENSG00000237914,0,0,0,0,0,0
ENSG00000237916,4,3,4,6,10,3
ENSG00000237917,0,4,1,3,5,2
ENSG00000237919,0,0,0,0,0,0
ENSG00000237920,0,0,0,0,0,0
ENSG00000237921,0,0,0,0,0,1
ENSG00000237922,0,0,0,0,0,0
ENSG00000237923,0,0,0,0,0,0
ENSG00000237924,0,0,0,0,0,0
ENSG00000237926,0,0,0,0,0,0
ENSG00000237927,0,0,0,0,0,1
ENSG00000237928,0,0,0,0,0,0
ENSG00000237929,0,0,0,0,0,0
ENSG00000237930,0,0,0,0,0,0
ENSG00000237931,0,0,0,2,1,1
ENSG00000237934,2,5,7,2,6,3
ENSG00000237936,0,0,0,0,0,0
ENSG00000237937,0,0,1,0,0,0
ENSG00000237938,5,4,2,6,4,2
ENSG00000237939,0,0,0,0,0,1
ENSG00000237940,69,84,77,79,99,59
ENSG00000237941,0,0,0,0,0,0
ENSG00000237943,0,1,1,0,0,0
ENSG00000237945,223,247,314,246,297,203
ENSG00000237947,0,0,0,0,0,0
ENSG00000237948,0,0,0,0,0,0
ENSG00000237949,8,3,11,8,11,7
ENSG00000237950,11,15,16,15,14,9
ENSG00000237951,0,0,0,0,0,0
ENSG00000237952,0,1,1,0,0,2
ENSG00000237953,0,0,0,0,1,2
ENSG00000237954,0,0,0,0,1,0
ENSG00000237955,0,0,0,0,0,0
ENSG00000237956,0,0,0,0,0,0
ENSG00000237957,0,0,0,0,0,0
ENSG00000237959,0,0,0,0,0,0
ENSG00000237961,9,1,4,6,8,6
ENSG00000237963,0,0,0,0,0,0
ENSG00000237964,0,1,3,0,0,1
ENSG00000237968,0,0,0,0,0,0
ENSG00000237970,0,1,1,2,1,1
ENSG00000237971,0,0,0,0,0,0
ENSG00000237972,9,9,9,6,12,10
ENSG00000237973,972,1158,1665,1337,1577,1354
ENSG00000237974,0,0,1,0,0,0
ENSG00000237975,3,4,4,6,4,6
ENSG00000237976,6,4,10,4,1,4
ENSG00000237977,11,14,18,13,7,6
ENSG00000237978,0,0,1,0,0,0
ENSG00000237979,0,0,0,0,0,1
ENSG00000237980,0,2,1,1,1,1
ENSG00000237982,0,0,0,0,0,0
ENSG00000237984,27,9,31,26,25,9
ENSG00000237986,0,0,0,0,0,0
ENSG00000237987,0,0,0,0,0,0
ENSG00000237988,1,0,1,0,0,0
ENSG00000237989,0,1,0,0,0,0
ENSG00000237990,0,0,0,0,0,0
ENSG00000237991,38,23,53,27,32,22
ENSG00000237992,0,0,0,0,0,1
ENSG00000237993,0,0,0,0,0,0
ENSG00000237994,0,0,0,0,0,0
ENSG00000237997,0,0,0,0,0,0
ENSG00000237999,0,1,0,0,0,0
ENSG00000238000,3,9,18,10,11,9
ENSG00000238001,0,0,0,0,0,0
ENSG00000238002,0,0,0,0,0,0
ENSG00000238003,1,0,1,0,1,0
ENSG00000238004,0,0,0,0,0,0
ENSG00000238005,6,7,14,16,6,3
ENSG00000238007,0,0,0,0,0,0
ENSG00000238008,0,0,1,0,0,0
ENSG00000238009,1,0,2,0,0,0
ENSG00000238010,0,1,0,1,0,0
ENSG00000238012,0,0,0,0,0,0
ENSG00000238013,0,0,0,0,0,0
ENSG00000238015,0,0,0,0,0,1
ENSG00000238018,2,0,2,1,2,3
ENSG00000238019,0,0,0,0,0,0
ENSG00000238020,0,0,0,0,0,0
ENSG00000238021,0,0,1,0,0,0
ENSG00000238022,0,0,0,0,0,0
ENSG00000238024,0,2,1,5,3,0
ENSG00000238025,0,0,0,0,0,0
ENSG00000238026,0,0,0,0,0,0
ENSG00000238029,0,0,0,0,1,0
ENSG00000238031,0,0,0,0,1,0
ENSG00000238032,0,0,0,0,0,0
ENSG00000238033,0,0,0,0,0,0
